Gene_Name	Num_Chr	txStart	txEnd
YTHDF1	20	61826784	61847538
YTHDF2	1	29063136	29096286
YTHDF3	8	64081121	64125345
YWHAB	20	43514344	43537160
YWHAE	17	1247836	1303556
YWHAG	7	75956108	75988342
YWHAH	22	32340479	32353589
YWHAQ	2	9724107	9771106
YWHAZ	8	101930804	101965623
YY1	14	100705102	100744804
YY1AP1	1	155629234	155658791
YY2	23	21857656	21875720
ZACN	17	74075263	74078885
ZADH2	18	72909279	72921281
ZAK	2	173940565	174132736
ZAN	7	100331249	100395418
ZAP70	2	98330031	98356323
ZAR1	4	48492309	48496420
ZAR1L	13	32877908	32886091
ZBBX	3	166958081	167098071
ZBED1	23	2404455	2419008
ZBED2	3	111311748	111314166
ZBED3	5	76372532	76383030
ZBED4	22	50247497	50283726
ZBED5	11	10833621	10879620
ZBP1	20	56178904	56195632
ZBTB1	14	64970703	65000408
ZBTB10	8	81397854	81434608
ZBTB11	3	101368285	101395988
ZBTB12	6	31867394	31869769
ZBTB16	11	113930431	114121394
ZBTB17	1	16268366	16302627
ZBTB2	6	151685251	151712677
ZBTB20	3	114057525	114866127
ZBTB22	6	33282183	33285719
ZBTB24	6	109783719	109804440
ZBTB25	14	64915826	64971931
ZBTB26	9	125680379	125693779
ZBTB3	11	62518437	62521656
ZBTB32	19	36203830	36207939
ZBTB33	23	119384607	119392251
ZBTB34	9	129622944	129648154
ZBTB37	1	173837220	173855774
ZBTB38	3	141043055	141168625
ZBTB39	12	57392618	57400230
ZBTB4	17	7362686	7387568
ZBTB40	1	22778344	22857650
ZBTB41	1	197122814	197169672
ZBTB42	14	105266933	105271046
ZBTB43	9	129567285	129600485
ZBTB44	11	130096576	130184607
ZBTB45	19	59024899	59031188
ZBTB46	20	62375878	62462597
ZBTB47	3	42700874	42709072
ZBTB48	1	6640056	6649339
ZBTB49	4	4291924	4323512
ZBTB5	9	37438102	37465407
ZBTB6	9	125670336	125675609
ZBTB7A	19	4045218	4066816
ZBTB7B	1	154975112	154990998
ZBTB7C	18	45553748	45935663
ZBTB8A	1	32930658	33071541
ZBTB8B	1	32930658	32953457
ZBTB8OS	1	33065773	33116185
ZBTB9	6	33422356	33425318
ZC3H10	12	56512030	56516278
ZC3H11A	1	203764751	203823255
ZC3H12A	1	37940119	37949976
ZC3H12B	23	64708706	64727766
ZC3H12C	11	109963926	110042564
ZC3H12D	6	149770878	149806030
ZC3H13	13	46529805	46626894
ZC3H14	14	89029253	89079852
ZC3H15	2	187350885	187374085
ZC3H18	16	88636789	88698371
ZC3H3	8	144519825	144623620
ZC3H4	19	47567449	47617009
ZC3H6	2	113033178	113097640
ZC3H7A	16	11844443	11891088
ZC3H7B	22	41697567	41756150
ZC3H8	2	112973439	113012664
ZC3HAV1	7	138728268	138794465
ZC3HAV1L	7	138710452	138720775
ZC3HC1	7	129658127	129691233
ZC4H2	23	64136262	64254593
ZCCHC10	5	132332680	132362240
ZCCHC11	1	52888948	53019130
ZCCHC12	23	117957787	117960930
ZCCHC13	23	73524025	73524868
ZCCHC14	16	87439852	87525460
ZCCHC16	23	111326253	111700473
ZCCHC17	1	31769842	31837780
ZCCHC18	23	103357107	103360531
ZCCHC2	18	60190658	60253962
ZCCHC24	10	81142085	81205383
ZCCHC3	20	278204	280961
ZCCHC4	4	25314396	25372003
ZCCHC5	23	77911566	77914825
ZCCHC6	9	88902650	88969378
ZCCHC7	9	37120469	37358143
ZCCHC8	12	122957436	122985518
ZCCHC9	5	80597402	80608963
ZCRB1	12	42705889	42719932
ZCWPW1	7	99998496	100026302
ZCWPW2	3	28390660	28566630
ZDBF2	2	207139523	207179148
ZDHHC1	16	67428323	67450339
ZDHHC11	5	795720	851101
ZDHHC12	9	131483157	131486408
ZDHHC13	11	19138692	19197966
ZDHHC14	6	157802557	158094976
ZDHHC15	23	74588264	74743337
ZDHHC16	10	99205930	99217124
ZDHHC17	12	77157854	77247474
ZDHHC18	1	27153201	27182207
ZDHHC19	3	195924324	195938300
ZDHHC2	8	17013836	17080240
ZDHHC20	13	21950510	22033423
ZDHHC21	9	14555481	14693469
ZDHHC22	14	77597614	77608134
ZDHHC23	3	113666748	113682211
ZDHHC24	11	66288108	66313671
ZDHHC3	3	44956754	45017674
ZDHHC4	7	6617065	6628609
ZDHHC5	11	57435474	57468659
ZDHHC6	10	114190060	114207306
ZDHHC7	16	85008067	85045141
ZDHHC8	22	20119365	20135529
ZDHHC8P1	22	23732793	23744799
ZDHHC9	23	128938915	128978124
ZEB1	10	31607424	31818127
ZEB2	2	145145585	145277931
ZER1	9	131492067	131534198
ZFAND1	8	82613958	82633530
ZFAND2A	7	1192544	1199855
ZFAND2B	2	220071529	220074369
ZFAND3	6	37787307	38122397
ZFAND5	9	74966341	74980163
ZFAND6	15	80352021	80430710
ZFAT	8	135490033	135725281
ZFATAS	8	135610314	135612932
ZFC3H1	12	72003379	72057749
ZFHX3	16	72816788	73093237
ZFHX4	8	77593515	77779520
ZFP1	16	75182421	75206131
ZFP106	15	42705022	42764516
ZFP112	19	44830707	44905777
ZFP14	19	36827162	36870098
ZFP161	18	5289019	5296039
ZFP2	5	178322916	178360210
ZFP28	19	57050317	57068169
ZFP3	17	4981754	4999668
ZFP30	19	38123389	38146368
ZFP36	19	39897487	39900045
ZFP36L1	14	69254375	69259785
ZFP36L2	2	43449542	43453745
ZFP37	9	115804174	115818996
ZFP41	8	144328991	144359099
ZFP42	4	188916925	188926199
ZFP57	6	29640171	29648887
ZFP62	5	180274611	180288285
ZFP64	20	50700551	50808524
ZFP82	19	36882861	36909550
ZFP90	16	68564048	68601038
ZFP91	11	58346587	58388513
ZFP91-CNTF	11	58346587	58393203
ZFP92	23	152683781	152687085
ZFPL1	11	64851694	64855874
ZFPM1	16	88520014	88601573
ZFPM2	8	106331147	106816765
ZFR	5	32354456	32444844
ZFR2	19	3804022	3869027
ZFX	23	24167762	24232627
ZFY	24	2803112	2850546
ZFYVE1	14	73436160	73493839
ZFYVE16	5	79703838	79775497
ZFYVE19	15	41099274	41106767
ZFYVE20	3	15111580	15140655
ZFYVE21	14	104182145	104199998
ZFYVE26	14	68213237	68283306
ZFYVE27	10	99496880	99520652
ZFYVE28	4	2271325	2420369
ZFYVE9	1	52608046	52812357
ZG16	16	29789561	29791839
ZG16B	16	2880173	2882284
ZGLP1	19	10415480	10420233
ZGPAT	20	62338794	62370459
ZHX1	8	124260697	124287781
ZHX2	8	123793901	123986755
ZHX3	20	39807089	39946242
ZIC1	3	147127181	147134504
ZIC2	13	100634319	100639018
ZIC3	23	136648346	136654257
ZIC4	3	147103837	147124407
ZIC5	13	100615275	100624178
ZIK1	19	58095628	58103757
ZIM2	19	57285923	57352097
ZIM3	19	57645464	57656570
ZKSCAN1	7	99613219	99635403
ZKSCAN2	16	25247324	25268855
ZKSCAN3	6	28317691	28334523
ZKSCAN4	6	28212490	28227011
ZKSCAN5	7	99102273	99131444
ZMAT1	23	101137263	101187000
ZMAT2	5	140080032	140086239
ZMAT3	3	178741527	178789584
ZMAT4	8	40388116	40755343
ZMAT5	22	30126946	30163000
ZMIZ1	10	80828792	81076285
ZMIZ2	7	44788180	44810733
ZMPSTE24	1	40723733	40759855
ZMYM1	1	35544972	35581454
ZMYM2	13	20532810	20660938
ZMYM3	23	70459474	70474935
ZMYM4	1	35734568	35887544
ZMYM5	13	20397624	20437776
ZMYM6	1	35449368	35497569
ZMYND10	3	50378537	50383156
ZMYND11	10	180424	300576
ZMYND12	1	42896003	42921938
ZMYND15	17	4643319	4649410
ZMYND17	10	75180397	75193319
ZMYND19	9	140476531	140484937
ZMYND8	20	45838381	45985474
ZNF10	12	133707213	133736047
ZNF100	19	21906844	21950430
ZNF101	19	19779663	19791363
ZNF107	7	64126511	64171399
ZNF114	19	48773356	48790863
ZNF117	7	64434830	64467121
ZNF12	7	6728064	6746566
ZNF121	19	9676292	9695209
ZNF124	1	247285278	247335318
ZNF131	5	43120985	43192123
ZNF132	19	58944182	58951589
ZNF133	20	18269121	18297638
ZNF134	19	58125830	58133636
ZNF135	19	58570612	58581108
ZNF136	19	12273919	12300063
ZNF137	19	53099937	53103404
ZNF138	7	64254771	64294023
ZNF14	19	19821281	19843921
ZNF140	12	133657037	133684256
ZNF141	4	331596	377759
ZNF142	2	219502644	219524261
ZNF143	11	9482513	9550070
ZNF146	19	36705504	36729673
ZNF148	3	124944515	125094198
ZNF154	19	58208735	58220579
ZNF155	19	44488355	44502477
ZNF157	23	47229999	47273098
ZNF16	8	146155746	146176274
ZNF160	19	53569868	53606687
ZNF165	6	28046572	28057338
ZNF167	3	44596704	44624971
ZNF169	9	97021578	97065291
ZNF17	19	57922529	57933307
ZNF174	16	3451190	3459362
ZNF175	19	52074531	52092990
ZNF177	19	9434983	9492864
ZNF18	17	11880762	11900785
ZNF180	19	44979860	45004574
ZNF181	19	35225151	35233774
ZNF182	23	47834251	47863377
ZNF184	6	27418522	27440897
ZNF185	23	152082997	152142022
ZNF187	6	28234788	28245978
ZNF189	9	104161163	104172942
ZNF19	16	71507976	71523254
ZNF192	6	28109716	28125236
ZNF193	6	28193067	28201260
ZNF195	11	3380011	3400448
ZNF197	3	44666511	44689962
ZNF2	2	95831183	95850062
ZNF20	19	12242803	12267529
ZNF200	16	3272325	3285457
ZNF202	11	123594997	123612363
ZNF204P	6	27325602	27343153
ZNF205	16	3162563	3170516
ZNF207	17	30677157	30707975
ZNF208	19	22115760	22193745
ZNF211	19	58131794	58154147
ZNF212	7	148936774	148952681
ZNF213	16	3185057	3192804
ZNF214	11	7020549	7041586
ZNF215	11	6947654	7005861
ZNF217	20	52183612	52210801
ZNF219	14	21558205	21572863
ZNF22	10	45496273	45500776
ZNF221	19	44455397	44471752
ZNF222	19	44529494	44537260
ZNF223	19	44556164	44572142
ZNF224	19	44598497	44612477
ZNF225	19	44617548	44637255
ZNF226	19	44669249	44681836
ZNF227	19	44716691	44741420
ZNF229	19	44930426	44952766
ZNF23	16	71481513	71523217
ZNF230	19	44507077	44518072
ZNF232	17	5008839	5026397
ZNF233	19	44764033	44779468
ZNF234	19	44645710	44664460
ZNF235	19	44732357	44809178
ZNF236	18	74536116	74682680
ZNF238	1	244214561	244220776
ZNF239	10	44051795	44070066
ZNF24	18	32912178	32924426
ZNF248	10	38090447	38147012
ZNF25	10	38238795	38265453
ZNF250	8	146102338	146126846
ZNF251	8	145946295	145980970
ZNF252	8	146198976	146228285
ZNF253	19	19976714	20005458
ZNF254	19	24216247	24312652
ZNF256	19	58452203	58459077
ZNF257	19	22235266	22273901
ZNF259	11	116649277	116658739
ZNF26	12	133563056	133589153
ZNF260	19	37001594	37019170
ZNF263	16	3313800	3351400
ZNF264	19	57702869	57734212
ZNF266	19	9523272	9546234
ZNF267	16	31885079	31928626
ZNF268	12	133707213	133781730
ZNF271	18	32870236	32890729
ZNF273	7	64342871	64391953
ZNF274	19	58694396	58724927
ZNF275	23	152599613	152618383
ZNF276	16	89786808	89807330
ZNF277	7	111846643	111983989
ZNF28	19	53300662	53324885
ZNF280A	22	22868063	22874613
ZNF280B	22	22838772	22863505
ZNF280C	23	129336682	129402873
ZNF280D	15	56922376	57210697
ZNF281	1	200375426	200379166
ZNF282	7	148892577	148923337
ZNF283	19	44331473	44353048
ZNF284	19	44529494	44591623
ZNF285	19	44889809	44905777
ZNF286A	17	15602891	15624098
ZNF286B	17	18561742	18585572
ZNF287	17	16453631	16472520
ZNF292	6	87862551	87973404
ZNF295	21	43406941	43430496
ZNF296	19	45574759	45579688
ZNF3	7	99661654	99680359
ZNF30	19	35417807	35436076
ZNF300	5	150273964	150284391
ZNF302	19	35168567	35177302
ZNF304	19	57862645	57871263
ZNF311	6	28962594	28973093
ZNF317	19	9251086	9274089
ZNF318	6	43278872	43337181
ZNF319	16	58028573	58033762
ZNF32	10	44139308	44144326
ZNF320	19	53367119	53400946
ZNF321	19	53430388	53466114
ZNF322A	6	26634612	26659963
ZNF322B	9	99957633	99961910
ZNF323	6	28292517	28324048
ZNF324	19	58978463	58984781
ZNF324B	19	58962971	58969199
ZNF326	1	90460678	90494094
ZNF329	19	58637619	58666477
ZNF330	4	142142049	142155848
ZNF331	19	54024177	54083523
ZNF333	19	14800613	14831770
ZNF334	20	45129709	45142194
ZNF335	20	44577293	44600833
ZNF337	20	25654852	25677469
ZNF33A	10	38299578	38354026
ZNF33B	10	43069633	43133992
ZNF34	8	145998503	146012725
ZNF341	20	32319808	32380076
ZNF343	20	2462467	2505165
ZNF345	19	37341267	37403930
ZNF346	5	176449697	176508190
ZNF347	19	53642648	53662313
ZNF35	3	44690233	44702282
ZNF350	19	52467595	52490079
ZNF354A	5	178138531	178157703
ZNF354B	5	178286954	178311423
ZNF354C	5	178487607	178507689
ZNF358	19	7581004	7585911
ZNF362	1	33722174	33766320
ZNF365	10	64018916	64431771
ZNF366	5	71739234	71803249
ZNF367	9	99148227	99180669
ZNF37A	10	38383275	38412276
ZNF37B	10	43008963	43048280
ZNF382	19	37095719	37119498
ZNF383	19	37708828	37734574
ZNF384	12	6775644	6798676
ZNF385A	12	54762920	54785083
ZNF385B	2	180306720	180726232
ZNF385D	3	21462492	22414123
ZNF389	6	28129551	28137375
ZNF391	6	27356524	27369227
ZNF394	7	99090855	99097877
ZNF395	8	28203104	28347784
ZNF396	18	32946661	32957301
ZNF397	18	32820998	32847097
ZNF397OS	18	32831030	32870172
ZNF398	7	148823508	148880116
ZNF404	19	44376516	44384288
ZNF407	18	72265128	72777628
ZNF408	11	46722368	46727461
ZNF41	23	47305562	47342610
ZNF410	14	74318674	74398803
ZNF414	19	8575463	8579048
ZNF415	19	53611133	53636173
ZNF416	19	58082935	58090243
ZNF417	19	58417143	58427978
ZNF418	19	58433252	58446740
ZNF419	19	57999079	58006048
ZNF420	19	37569382	37620649
ZNF423	16	49524522	49860918
ZNF425	7	148799880	148823378
ZNF426	19	9638683	9649303
ZNF428	19	44111377	44124014
ZNF429	19	21688437	21739068
ZNF43	19	21987753	22034830
ZNF430	19	21203497	21241652
ZNF431	19	21324840	21368805
ZNF432	19	52536678	52552073
ZNF433	19	12125532	12146525
ZNF434	16	3432086	3451025
ZNF436	1	23685942	23696357
ZNF438	10	31133567	31320866
ZNF439	19	11959579	11980305
ZNF44	19	12335503	12405714
ZNF440	19	11925107	11946016
ZNF441	19	11877815	11894886
ZNF442	19	12460185	12476475
ZNF443	19	12540521	12551926
ZNF444	19	56652556	56672262
ZNF445	3	44481262	44561226
ZNF446	19	58987795	58992596
ZNF449	23	134477628	134497337
ZNF45	19	44416781	44439411
ZNF451	6	56954828	57035098
ZNF454	5	178368224	178393434
ZNF460	19	57791419	57805436
ZNF461	19	37128284	37157739
ZNF462	9	109625378	109773789
ZNF467	7	149461273	149470295
ZNF468	19	53341786	53360902
ZNF469	16	88493879	88507165
ZNF470	19	57078890	57100276
ZNF471	19	57019212	57040267
ZNF473	19	50529212	50552029
ZNF474	5	121465215	121489257
ZNF479	7	57187328	57207571
ZNF48	16	30406777	30410715
ZNF480	19	52800426	52829172
ZNF483	9	114287447	114340124
ZNF484	9	95608351	95640290
ZNF485	10	44101855	44113351
ZNF486	19	20278083	20308984
ZNF487	10	43932574	43978007
ZNF488	10	48355089	48373864
ZNF490	19	12686920	12721623
ZNF491	19	11909391	11919306
ZNF492	19	22817126	22850472
ZNF493	19	21579921	21610294
ZNF496	1	247463623	247495162
ZNF497	19	58865725	58874120
ZNF498	7	99214571	99336129
ZNF500	16	4800815	4817166
ZNF501	3	44771124	44778575
ZNF502	3	44754135	44765321
ZNF503	10	77157605	77161513
ZNF506	19	19896651	19932560
ZNF507	19	32836514	32878571
ZNF510	9	99518147	99540338
ZNF511	10	135122423	135126666
ZNF512	2	27805893	27858101
ZNF512B	20	62588055	62601218
ZNF513	2	27600102	27603593
ZNF514	2	95813400	95825263
ZNF516	18	74071619	74207146
ZNF517	8	146024261	146036554
ZNF518A	10	97889472	97923510
ZNF518B	4	10441505	10459032
ZNF519	18	14075989	14132429
ZNF521	18	22641888	22932214
ZNF524	19	56111730	56114504
ZNF525	19	53868968	53889834
ZNF526	19	42724492	42732353
ZNF527	19	37862059	37883966
ZNF528	19	52901121	52921656
ZNF529	19	37034518	37096178
ZNF530	19	58111253	58124087
ZNF532	18	56530061	56653703
ZNF534	19	52932440	52955568
ZNF536	19	30863328	31048965
ZNF540	19	38042308	38104994
ZNF541	19	48023948	48059113
ZNF542	19	56879468	56891194
ZNF543	19	57831877	57842144
ZNF544	19	58740070	58775006
ZNF546	19	40502943	40523514
ZNF547	19	57874879	58124087
ZNF548	19	57901218	57912785
ZNF549	19	58038693	58068909
ZNF550	19	58053208	58071228
ZNF551	19	58193357	58201167
ZNF552	19	58318452	58326281
ZNF554	19	2819872	2836733
ZNF555	19	2841482	2854206
ZNF556	19	2867333	2878501
ZNF557	19	7069471	7087976
ZNF558	19	8920382	8942975
ZNF559	19	9434855	9461838
ZNF560	19	9577031	9609279
ZNF561	19	9718003	9731916
ZNF562	19	9759351	9785776
ZNF563	19	12428306	12444534
ZNF564	19	12636185	12662356
ZNF565	19	36673188	36705986
ZNF566	19	36936022	36980463
ZNF567	19	37178530	37214248
ZNF568	19	37407234	37488834
ZNF569	19	37902062	37960169
ZNF57	19	2900896	2918467
ZNF570	19	37958674	37976242
ZNF571	19	38045684	38085673
ZNF572	8	125985539	125991628
ZNF573	19	38229203	38307940
ZNF574	19	42572629	42585717
ZNF575	19	44029649	44040282
ZNF576	19	44100544	44104587
ZNF577	19	52359056	52394145
ZNF578	19	52956829	53020130
ZNF579	19	56088892	56092211
ZNF580	19	56146382	56154835
ZNF581	19	56146382	56156988
ZNF582	19	56894648	56904914
ZNF583	19	56915383	56936400
ZNF584	19	58920063	58929690
ZNF585A	19	37641001	37663615
ZNF585B	19	37675724	37701451
ZNF586	19	58281025	58311962
ZNF587	19	58258164	58376486
ZNF589	3	48282596	48329113
ZNF592	15	85291818	85349661
ZNF593	1	26496388	26497362
ZNF594	17	5082831	5095178
ZNF595	4	53227	196092
ZNF596	8	182200	197332
ZNF597	16	3486111	3493490
ZNF598	16	2047768	2059763
ZNF599	19	35248979	35264134
ZNF600	19	53268750	53290034
ZNF605	12	133498048	133532868
ZNF606	19	58488447	58514714
ZNF607	19	38187276	38210691
ZNF608	5	123972610	124084500
ZNF609	15	64752941	64978264
ZNF610	19	52839498	52870375
ZNF611	19	53206067	53238307
ZNF613	19	52430688	52449005
ZNF614	19	52516021	52531680
ZNF615	19	52494588	52511458
ZNF616	19	52617654	52643191
ZNF618	9	116638562	116818874
ZNF619	3	40518633	40530114
ZNF620	3	40547530	40559197
ZNF621	3	40566376	40581043
ZNF622	5	16451629	16465894
ZNF623	8	144718190	144735900
ZNF624	17	16524048	16557158
ZNF625	19	12250995	12267529
ZNF626	19	20802745	20844402
ZNF627	19	11708235	11729974
ZNF628	19	55987699	55995854
ZNF629	16	30789770	30798523
ZNF630	23	47842685	47930795
ZNF638	2	71503723	71662187
ZNF639	3	179040819	179053320
ZNF641	12	48735912	48745021
ZNF642	1	40943302	40962014
ZNF643	1	40915779	40929352
ZNF644	1	91380860	91487671
ZNF645	23	22291060	22292574
ZNF646	16	31085743	31094826
ZNF648	1	182023707	182030847
ZNF649	19	52392489	52408247
ZNF652	17	47366569	47439835
ZNF653	19	11594246	11616654
ZNF654	3	88188262	88193812
ZNF655	7	99156045	99174074
ZNF658	9	40760702	40836415
ZNF660	3	44626456	44637557
ZNF662	3	42947402	42960825
ZNF664	12	124457670	124499967
ZNF665	19	53666552	53696619
ZNF667	19	56951204	56988743
ZNF668	16	31072172	31085504
ZNF669	1	247263264	247267674
ZNF670	1	247200087	247242069
ZNF671	19	58231120	58238995
ZNF672	1	249132530	249143713
ZNF673	23	46306624	46334073
ZNF674	23	46357161	46404892
ZNF675	19	23835709	23870017
ZNF676	19	22361903	22379753
ZNF677	19	53738638	53758111
ZNF678	1	227751244	227910352
ZNF679	7	63688852	63727300
ZNF680	7	63980255	64023505
ZNF681	19	23921999	23941693
ZNF682	19	20115229	20150277
ZNF683	1	26688125	26699266
ZNF684	1	40997233	41013839
ZNF687	1	151254094	151264380
ZNF688	16	30581019	30583728
ZNF689	16	30614701	30621682
ZNF69	19	11998670	12025363
ZNF691	1	43312280	43318144
ZNF692	1	249144205	249153284
ZNF695	1	247108854	247242069
ZNF696	8	144373559	144382118
ZNF697	1	120162000	120190390
ZNF699	19	9405986	9415795
ZNF7	8	146052903	146072894
ZNF70	22	24080870	24093279
ZNF700	19	12035900	12061577
ZNF701	19	53073528	53088049
ZNF702P	19	53471505	53496784
ZNF703	8	37553301	37556396
ZNF704	8	81550769	81787016
ZNF705A	12	8325150	8332642
ZNF705D	8	11946847	11973023
ZNF706	8	102209268	102217960
ZNF707	8	144766622	144794977
ZNF708	19	21473963	21512212
ZNF709	19	12571999	12662356
ZNF71	19	57106664	57135542
ZNF710	15	90544752	90624025
ZNF711	23	84498997	84528366
ZNF713	7	55955162	56008433
ZNF714	19	21264971	21307881
ZNF716	7	57509883	57533265
ZNF717	3	75758794	75834670
ZNF718	4	53272	156488
ZNF720	16	31724550	31806190
ZNF721	4	433781	493442
ZNF727	7	63505821	63538925
ZNF732	4	259482	299263
ZNF735	7	63667581	63680666
ZNF737	19	20720799	20748626
ZNF738	19	21541735	21571383
ZNF74	22	20748479	20762751
ZNF740	12	53574535	53584653
ZNF746	7	149169884	149194898
ZNF747	16	30542780	30546194
ZNF749	19	57946693	57957191
ZNF750	17	80787311	80797931
ZNF75A	16	3355433	3368574
ZNF75D	23	134382889	134477957
ZNF76	6	35226686	35263760
ZNF761	19	53935227	53961514
ZNF763	19	12035900	12091196
ZNF764	16	30565086	30569584
ZNF765	19	53868968	53930572
ZNF766	19	52772824	52795977
ZNF767	7	149244245	149321881
ZNF768	16	30535323	30546219
ZNF77	19	2933217	2944969
ZNF770	15	35270545	35280454
ZNF771	16	30418735	30440920
ZNF772	19	57980955	57988938
ZNF773	19	58011309	58029772
ZNF774	15	90895477	90904714
ZNF775	7	150076406	150095719
ZNF776	19	58193357	58269525
ZNF777	7	149128461	149158053
ZNF778	16	89284111	89299500
ZNF780A	19	40575060	40596845
ZNF780B	19	40534168	40562115
ZNF781	19	38158650	38183216
ZNF782	9	99579273	99637856
ZNF784	19	56132107	56135941
ZNF785	16	30590294	30597010
ZNF786	7	148766733	148787869
ZNF787	19	56598732	56632649
ZNF788	19	12203078	12225491
ZNF789	7	99070515	99085217
ZNF79	9	130186653	130207650
ZNF790	19	37308333	37329284
ZNF791	19	12721732	12740676
ZNF792	19	35447258	35454953
ZNF793	19	37997841	38034237
ZNF799	19	12490011	12512034
ZNF8	19	58790318	58827011
ZNF80	3	113953478	113956425
ZNF800	7	127010354	127032767
ZNF804A	2	185463093	185804212
ZNF804B	7	88388753	88966344
ZNF805	19	57752053	57774105
ZNF808	19	53030909	53067717
ZNF81	23	47696301	47781610
ZNF813	19	53970989	54006948
ZNF814	19	58360099	58400442
ZNF815	7	5862791	5894066
ZNF816A	19	53452632	53466114
ZNF821	16	71893589	71918075
ZNF823	19	11832080	11849760
ZNF826	19	20451078	20607762
ZNF827	4	146681892	146859607
ZNF828	13	115079965	115092802
ZNF829	19	37382253	37407190
ZNF83	19	53115620	53193886
ZNF830	17	33288549	33290203
ZNF831	20	57766075	57834165
ZNF833	19	11750591	11797382
ZNF835	19	57174955	57184246
ZNF836	19	52658127	52674896
ZNF837	19	58878991	58892389
ZNF839	14	102783714	102809044
ZNF84	12	133613878	133639884
ZNF841	19	52567719	52599018
ZNF843	16	31446885	31454348
ZNF844	19	12175546	12188626
ZNF845	19	53837002	53858122
ZNF846	19	9862816	9879410
ZNF85	19	21106080	21133501
ZNF853	7	6655527	6663919
ZNF860	3	32023266	32033120
ZNF862	7	149535504	149564567
ZNF876P	4	206389	249771
ZNF878	19	12154620	12167127
ZNF879	5	178450776	178461387
ZNF880	19	52873170	52889044
ZNF883	9	115759402	115774472
ZNF90	19	20188803	20237885
ZNF91	19	23521419	23578269
ZNF92	7	64838768	64865997
ZNF93	19	20011787	20045765
ZNF98	19	22573899	22605148
ZNF99	19	22939009	22952784
ZNFX1	20	47862441	47894756
ZNHIT1	7	100860985	100867469
ZNHIT2	11	64883876	64885170
ZNHIT3	17	34842473	34855154
ZNHIT6	1	86118492	86174116
ZNRD1	6	30029036	30032685
ZNRF1	16	75032915	75144892
ZNRF2	7	30323923	30407307
ZNRF3	22	29279890	29453475
ZNRF4	19	5455426	5456866
ZP1	11	60635015	60643163
ZP2	16	21208773	21223067
ZP3	7	76026841	76071387
